date,store,item,sales
2020-01-03,107,item_C,231.03
2020-01-03,107,item_D,208.0
2020-01-03,107,item_E,188.19
2020-01-03,107,item_F,217.09
2020-01-03,107,item_G,211.86
2020-01-03,107,item_H,195.9
2020-01-03,107,item_I,209.33
2020-01-03,107,item_J,200.26
2020-01-03,108,item_A,210.26
2020-01-03,108,item_B,221.26
2020-01-03,108,item_C,239.77
2020-01-03,108,item_D,183.32
2020-01-03,108,item_E,250.77
2020-01-03,108,item_F,169.09
2020-01-03,108,item_G,205.13
2020-01-03,108,item_H,219.96
2020-01-03,108,item_I,213.84
2020-01-03,108,item_J,195.79
2020-01-03,109,item_A,204.11
2020-01-03,109,item_B,198.44
2020-01-03,109,item_C,196.54
2020-01-03,109,item_D,225.35
2020-01-03,109,item_E,215.53
2020-01-03,109,item_F,194.56
2020-01-03,109,item_G,226.44
2020-01-03,109,item_H,214.62
2020-01-03,109,item_I,224.76
2020-01-03,109,item_J,221.12
2020-01-04,100,item_A,191.98
2020-01-04,100,item_B,197.38
2020-01-04,100,item_C,223.56
2020-01-04,100,item_D,220.85
2020-01-04,100,item_E,208.25
2020-01-04,100,item_F,211.04
2020-01-04,100,item_G,234.28
2020-01-04,100,item_H,196.92
2020-01-04,100,item_I,219.72
2020-01-04,100,item_J,204.77
2020-01-04,101,item_A,204.49
2020-01-04,101,item_B,230.84
2020-01-04,101,item_C,225.4
2020-01-04,101,item_D,225.19
2020-01-04,101,item_E,235.06
2020-01-04,101,item_F,209.4
2020-01-04,101,item_G,222.65
2020-01-04,101,item_H,202.83
2020-01-04,101,item_I,215.55
2020-01-04,101,item_J,206.49
2020-01-04,102,item_A,211.06
2020-01-04,102,item_B,221.05
2020-01-04,102,item_C,192.81
2020-01-04,102,item_D,251.05
2020-01-04,102,item_E,189.11
2020-01-04,102,item_F,184.98
2020-01-04,102,item_G,232.45
2020-01-04,102,item_H,225.15
2020-01-04,102,item_I,221.83
2020-01-04,102,item_J,221.94
2020-01-04,103,item_A,209.16
2020-01-04,103,item_B,191.49
2020-01-04,103,item_C,210.98
2020-01-04,103,item_D,195.94
2020-01-04,103,item_E,229.02
2020-01-04,103,item_F,206.6
2020-01-04,103,item_G,193.06
2020-01-04,103,item_H,203.17
2020-01-04,103,item_I,217.89
2020-01-04,103,item_J,198.38
2020-01-04,104,item_A,193.24
2020-01-04,104,item_B,214.59
2020-01-04,104,item_C,214.64
2020-01-04,104,item_D,199.63
2020-01-04,104,item_E,200.38
2020-01-04,104,item_F,214.47
2020-01-04,104,item_G,180.89
2020-01-04,104,item_H,181.73
2020-01-04,104,item_I,195.54
2020-01-04,104,item_J,205.67
2020-01-04,105,item_A,216.18
2020-01-04,105,item_B,239.5
2020-01-04,105,item_C,227.17
2020-01-04,105,item_D,206.85
2020-01-04,105,item_E,209.7
2020-01-04,105,item_F,190.06
2020-01-04,105,item_G,209.76
2020-01-04,105,item_H,204.39
2020-01-04,105,item_I,216.64
2020-01-04,105,item_J,193.67
2020-01-04,106,item_A,220.63
2020-01-04,106,item_B,240.93
2020-01-04,106,item_C,208.13
2020-01-04,106,item_D,218.36
2020-01-04,106,item_E,224.16
2020-01-04,106,item_F,202.36
2020-01-04,106,item_G,214.9
2020-01-04,106,item_H,210.69
2020-01-04,106,item_I,212.42
2020-01-04,106,item_J,195.04
2020-01-04,107,item_A,211.02
2020-01-04,107,item_B,220.51
2020-01-04,107,item_C,239.61
2020-01-04,107,item_D,229.8
2020-01-04,107,item_E,253.7
2020-01-04,107,item_F,195.32
2020-01-04,107,item_G,228.14
2020-01-04,107,item_H,214.39
2020-01-04,107,item_I,254.55
2020-01-04,107,item_J,194.61
2020-01-04,108,item_A,194.01
2020-01-04,108,item_B,198.85
2020-01-04,108,item_C,168.38
2020-01-04,108,item_D,200.38
2020-01-04,108,item_E,195.74
2020-01-04,108,item_F,213.95
2020-01-04,108,item_G,217.81
2020-01-04,108,item_H,248.53
2020-01-04,108,item_I,230.04
2020-01-04,108,item_J,199.52
2020-01-04,109,item_A,193.12
2020-01-04,109,item_B,220.95
2020-01-04,109,item_C,184.74
2020-01-04,109,item_D,247.8
2020-01-04,109,item_E,234.79
2020-01-04,109,item_F,201.84
2020-01-04,109,item_G,176.99
2020-01-04,109,item_H,238.36
2020-01-04,109,item_I,209.02
2020-01-04,109,item_J,236.09
2020-01-05,100,item_A,179.48
2020-01-05,100,item_B,199.41
2020-01-05,100,item_C,211.53
2020-01-05,100,item_D,212.39
2020-01-05,100,item_E,202.48
2020-01-05,100,item_F,223.96
2020-01-05,100,item_G,190.18
2020-01-05,100,item_H,208.71
2020-01-05,100,item_I,213.99
2020-01-05,100,item_J,221.91
2020-01-05,101,item_A,225.88
2020-01-05,101,item_B,189.18
2020-01-05,101,item_C,181.02
2020-01-05,101,item_D,237.28
2020-01-05,101,item_E,218.4
2020-01-05,101,item_F,196.81
2020-01-05,101,item_G,242.83
2020-01-05,101,item_H,214.15
2020-01-05,101,item_I,235.45
2020-01-05,101,item_J,213.25
2020-01-05,102,item_A,253.14
2020-01-05,102,item_B,247.06
2020-01-05,102,item_C,207.0
2020-01-05,102,item_D,231.44
2020-01-05,102,item_E,224.94
2020-01-05,102,item_F,239.43
2020-01-05,102,item_G,192.79
2020-01-05,102,item_H,225.84
2020-01-05,102,item_I,233.31
2020-01-05,102,item_J,177.0
2020-01-05,103,item_A,188.54
2020-01-05,103,item_B,171.44
2020-01-05,103,item_C,206.87
2020-01-05,103,item_D,226.64
2020-01-05,103,item_E,242.36
2020-01-05,103,item_F,213.82
2020-01-05,103,item_G,244.94
2020-01-05,103,item_H,184.79
2020-01-05,103,item_I,178.36
2020-01-05,103,item_J,211.34
2020-01-05,104,item_A,220.16
2020-01-05,104,item_B,211.85
2020-01-05,104,item_C,171.19
2020-01-05,104,item_D,210.78
2020-01-05,104,item_E,186.5
2020-01-05,104,item_F,226.01
2020-01-05,104,item_G,219.98
2020-01-05,104,item_H,193.88
2020-01-05,104,item_I,202.42
2020-01-05,104,item_J,191.54
2020-01-05,105,item_A,211.5
2020-01-05,105,item_B,231.89
2020-01-05,105,item_C,193.1
2020-01-05,105,item_D,222.92
2020-01-05,105,item_E,202.26
2020-01-05,105,item_F,197.04
2020-01-05,105,item_G,210.78
2020-01-05,105,item_H,192.25
2020-01-05,105,item_I,201.9
2020-01-05,105,item_J,189.05
2020-01-05,106,item_A,252.33
2020-01-05,106,item_B,213.77
2020-01-05,106,item_C,199.09
2020-01-05,106,item_D,217.4
2020-01-05,106,item_E,210.9
2020-01-05,106,item_F,208.75
2020-01-05,106,item_G,225.48
2020-01-05,106,item_H,228.38
2020-01-05,106,item_I,202.64
2020-01-05,106,item_J,201.77
2020-01-05,107,item_A,207.81
2020-01-05,107,item_B,167.3
2020-01-05,107,item_C,183.06
2020-01-05,107,item_D,240.73
2020-01-05,107,item_E,246.32
2020-01-05,107,item_F,208.47
2020-01-05,107,item_G,225.01
2020-01-05,107,item_H,219.73
2020-01-05,107,item_I,275.11
2020-01-05,107,item_J,235.95
2020-01-05,108,item_A,211.03
2020-01-05,108,item_B,194.5
2020-01-05,108,item_C,181.51
2020-01-05,108,item_D,217.74
2020-01-05,108,item_E,198.57
2020-01-05,108,item_F,185.28
2020-01-05,108,item_G,200.82
2020-01-05,108,item_H,192.15
2020-01-05,108,item_I,247.55
2020-01-05,108,item_J,231.47
2020-01-05,109,item_A,213.7
2020-01-05,109,item_B,243.49
2020-01-05,109,item_C,215.46
2020-01-05,109,item_D,196.72
2020-01-05,109,item_E,244.43
2020-01-05,109,item_F,224.78
2020-01-05,109,item_G,193.28
2020-01-05,109,item_H,210.25
2020-01-05,109,item_I,196.57
2020-01-05,109,item_J,186.45
2020-01-06,100,item_A,232.66
2020-01-06,100,item_B,252.35
2020-01-06,100,item_C,186.22
2020-01-06,100,item_D,225.48
2020-01-06,100,item_E,201.23
2020-01-06,100,item_F,204.53
2020-01-06,100,item_G,202.45
2020-01-06,100,item_H,197.05
2020-01-06,100,item_I,215.33
2020-01-06,100,item_J,197.77
2020-01-06,101,item_A,219.82
2020-01-06,101,item_B,213.43
2020-01-06,101,item_C,209.69
2020-01-06,101,item_D,196.34
2020-01-06,101,item_E,202.99
2020-01-06,101,item_F,229.66
2020-01-06,101,item_G,224.59
2020-01-06,101,item_H,195.05
2020-01-06,101,item_I,216.62
2020-01-06,101,item_J,229.69
2020-01-06,102,item_A,181.3
2020-01-06,102,item_B,225.58
2020-01-06,102,item_C,201.49
2020-01-06,102,item_D,226.18
2020-01-06,102,item_E,199.53
2020-01-06,102,item_F,178.73
2020-01-06,102,item_G,182.3
2020-01-06,102,item_H,215.84
2020-01-06,102,item_I,220.1
2020-01-06,102,item_J,196.85
2020-01-06,103,item_A,227.73
2020-01-06,103,item_B,181.76
2020-01-06,103,item_C,213.69
2020-01-06,103,item_D,190.82
2020-01-06,103,item_E,202.03
2020-01-06,103,item_F,216.04
2020-01-06,103,item_G,197.92
2020-01-06,103,item_H,207.46
2020-01-06,103,item_I,235.3
2020-01-06,103,item_J,203.67
2020-01-06,104,item_A,231.95
2020-01-06,104,item_B,192.67
2020-01-06,104,item_C,225.88
2020-01-06,104,item_D,244.15
2020-01-06,104,item_E,165.91
2020-01-06,104,item_F,199.43
2020-01-06,104,item_G,226.94
2020-01-06,104,item_H,211.36
2020-01-06,104,item_I,222.87
2020-01-06,104,item_J,203.4
2020-01-06,105,item_A,217.24
2020-01-06,105,item_B,212.42
2020-01-06,105,item_C,238.92
2020-01-06,105,item_D,220.68
2020-01-06,105,item_E,222.37
2020-01-06,105,item_F,207.4
2020-01-06,105,item_G,205.92
2020-01-06,105,item_H,207.04
2020-01-06,105,item_I,223.61
2020-01-06,105,item_J,207.33
2020-01-06,106,item_A,221.57
2020-01-06,106,item_B,257.31
2020-01-06,106,item_C,233.25
2020-01-06,106,item_D,209.34
2020-01-06,106,item_E,239.91
2020-01-06,106,item_F,207.75
2020-01-06,106,item_G,175.18
2020-01-06,106,item_H,195.81
2020-01-06,106,item_I,178.58
2020-01-06,106,item_J,208.99
2020-01-06,107,item_A,216.42
2020-01-06,107,item_B,249.61
2020-01-06,107,item_C,222.64
2020-01-06,107,item_D,211.75
2020-01-06,107,item_E,232.75
2020-01-06,107,item_F,171.96
2020-01-06,107,item_G,220.92
2020-01-06,107,item_H,231.66
2020-01-06,107,item_I,186.69
2020-01-06,107,item_J,239.17
2020-01-06,108,item_A,223.09
2020-01-06,108,item_B,208.04
2020-01-06,108,item_C,229.03
2020-01-06,108,item_D,261.82
2020-01-06,108,item_E,220.07
2020-01-06,108,item_F,221.42
2020-01-06,108,item_G,207.3
2020-01-06,108,item_H,199.51
2020-01-06,108,item_I,233.14
2020-01-06,108,item_J,199.44
2020-01-06,109,item_A,218.02
2020-01-06,109,item_B,207.07
2020-01-06,109,item_C,226.23
2020-01-06,109,item_D,223.35
2020-01-06,109,item_E,237.45
2020-01-06,109,item_F,206.53
2020-01-06,109,item_G,211.36
2020-01-06,109,item_H,197.21
2020-01-06,109,item_I,207.92
2020-01-06,109,item_J,224.38
2020-01-07,100,item_A,232.0
2020-01-07,100,item_B,198.45
2020-01-07,100,item_C,234.31
2020-01-07,100,item_D,244.06
2020-01-07,100,item_E,225.24
2020-01-07,100,item_F,254.53
2020-01-07,100,item_G,201.55
2020-01-07,100,item_H,192.16
2020-01-07,100,item_I,181.5
2020-01-07,100,item_J,247.03
2020-01-07,101,item_A,230.22
2020-01-07,101,item_B,216.05
2020-01-07,101,item_C,222.78
2020-01-07,101,item_D,194.7
2020-01-07,101,item_E,266.15
2020-01-07,101,item_F,219.85
2020-01-07,101,item_G,219.48
2020-01-07,101,item_H,231.83
2020-01-07,101,item_I,226.97
2020-01-07,101,item_J,221.85
2020-01-07,102,item_A,201.59
2020-01-07,102,item_B,226.86
2020-01-07,102,item_C,255.09
2020-01-07,102,item_D,244.39
2020-01-07,102,item_E,249.37
2020-01-07,102,item_F,207.31
2020-01-07,102,item_G,197.77
2020-01-07,102,item_H,215.07
2020-01-07,102,item_I,218.73
2020-01-07,102,item_J,239.53
2020-01-07,103,item_A,183.82
2020-01-07,103,item_B,248.29
2020-01-07,103,item_C,214.56
2020-01-07,103,item_D,209.21
2020-01-07,103,item_E,197.53
2020-01-07,103,item_F,184.71
2020-01-07,103,item_G,234.29
2020-01-07,103,item_H,219.32
2020-01-07,103,item_I,192.08
2020-01-07,103,item_J,192.01
2020-01-07,104,item_A,211.22
2020-01-07,104,item_B,251.34
2020-01-07,104,item_C,212.8
2020-01-07,104,item_D,187.95
2020-01-07,104,item_E,213.13
2020-01-07,104,item_F,212.62
2020-01-07,104,item_G,164.16
2020-01-07,104,item_H,217.04
2020-01-07,104,item_I,213.53
2020-01-07,104,item_J,232.1
2020-01-07,105,item_A,255.18
2020-01-07,105,item_B,240.76
2020-01-07,105,item_C,212.88
2020-01-07,105,item_D,196.15
2020-01-07,105,item_E,269.78
2020-01-07,105,item_F,219.52
2020-01-07,105,item_G,218.64
2020-01-07,105,item_H,217.91
2020-01-07,105,item_I,222.38
2020-01-07,105,item_J,215.56
2020-01-07,106,item_A,207.0
2020-01-07,106,item_B,207.56
2020-01-07,106,item_C,217.87
2020-01-07,106,item_D,207.68
2020-01-07,106,item_E,204.32
2020-01-07,106,item_F,220.73
2020-01-07,106,item_G,213.53
2020-01-07,106,item_H,248.74
2020-01-07,106,item_I,165.66
2020-01-07,106,item_J,240.54
2020-01-07,107,item_A,243.66
2020-01-07,107,item_B,177.3
2020-01-07,107,item_C,211.94
2020-01-07,107,item_D,211.39
2020-01-07,107,item_E,190.69
2020-01-07,107,item_F,203.31
2020-01-07,107,item_G,196.68
2020-01-07,107,item_H,253.97
2020-01-07,107,item_I,237.66
2020-01-07,107,item_J,244.41
2020-01-07,108,item_A,233.44
2020-01-07,108,item_B,196.45
2020-01-07,108,item_C,208.56
2020-01-07,108,item_D,228.87
2020-01-07,108,item_E,194.67
2020-01-07,108,item_F,233.39
2020-01-07,108,item_G,214.35
2020-01-07,108,item_H,211.69
2020-01-07,108,item_I,233.43
2020-01-07,108,item_J,228.13
2020-01-07,109,item_A,212.05
2020-01-07,109,item_B,242.48
2020-01-07,109,item_C,197.7
2020-01-07,109,item_D,231.66
2020-01-07,109,item_E,231.23
2020-01-07,109,item_F,213.21
2020-01-07,109,item_G,225.95
2020-01-07,109,item_H,194.43
2020-01-07,109,item_I,237.96
2020-01-07,109,item_J,215.81
2020-01-08,100,item_A,209.08
2020-01-08,100,item_B,240.54
2020-01-08,100,item_C,205.5
2020-01-08,100,item_D,191.44
2020-01-08,100,item_E,188.5
2020-01-08,100,item_F,231.78
2020-01-08,100,item_G,194.08
2020-01-08,100,item_H,254.81
2020-01-08,100,item_I,178.1
2020-01-08,100,item_J,253.7
2020-01-08,101,item_A,224.01
2020-01-08,101,item_B,217.89
2020-01-08,101,item_C,208.95
2020-01-08,101,item_D,227.86
2020-01-08,101,item_E,219.15
2020-01-08,101,item_F,241.99
2020-01-08,101,item_G,222.24
2020-01-08,101,item_H,222.98
2020-01-08,101,item_I,212.73
2020-01-08,101,item_J,218.89
2020-01-08,102,item_A,226.21
2020-01-08,102,item_B,185.88
2020-01-08,102,item_C,193.15
2020-01-08,102,item_D,235.0
2020-01-08,102,item_E,223.58
2020-01-08,102,item_F,216.51
2020-01-08,102,item_G,220.58
2020-01-08,102,item_H,227.19
2020-01-08,102,item_I,209.47
2020-01-08,102,item_J,204.73
2020-01-08,103,item_A,224.24
2020-01-08,103,item_B,200.78
2020-01-08,103,item_C,228.54
2020-01-08,103,item_D,186.35
2020-01-08,103,item_E,241.01
2020-01-08,103,item_F,229.9
2020-01-08,103,item_G,225.6
2020-01-08,103,item_H,240.16
2020-01-08,103,item_I,253.84
2020-01-08,103,item_J,240.84
2020-01-08,104,item_A,183.76
2020-01-08,104,item_B,195.02
2020-01-08,104,item_C,208.14
2020-01-08,104,item_D,221.18
2020-01-08,104,item_E,231.04
2020-01-08,104,item_F,206.2
2020-01-08,104,item_G,224.47
2020-01-08,104,item_H,205.66
2020-01-08,104,item_I,208.56
2020-01-08,104,item_J,192.68
2020-01-08,105,item_A,202.38
2020-01-08,105,item_B,193.83
2020-01-08,105,item_C,201.38
2020-01-08,105,item_D,241.99
2020-01-08,105,item_E,201.96
2020-01-08,105,item_F,273.62
2020-01-08,105,item_G,230.86
2020-01-08,105,item_H,224.72
2020-01-08,105,item_I,203.88
2020-01-08,105,item_J,235.08
2020-01-08,106,item_A,209.59
2020-01-08,106,item_B,223.57
2020-01-08,106,item_C,272.36
2020-01-08,106,item_D,219.26
2020-01-08,106,item_E,244.19
2020-01-08,106,item_F,207.17
2020-01-08,106,item_G,220.56
2020-01-08,106,item_H,256.7
2020-01-08,106,item_I,208.77
2020-01-08,106,item_J,257.58
2020-01-08,107,item_A,235.52
2020-01-08,107,item_B,210.14
2020-01-08,107,item_C,234.06
2020-01-08,107,item_D,240.89
2020-01-08,107,item_E,233.9
2020-01-08,107,item_F,190.09
2020-01-08,107,item_G,206.97
2020-01-08,107,item_H,216.59
2020-01-08,107,item_I,220.08
2020-01-08,107,item_J,234.01
2020-01-08,108,item_A,225.17
2020-01-08,108,item_B,194.94
2020-01-08,108,item_C,229.28
2020-01-08,108,item_D,233.91
2020-01-08,108,item_E,232.92
2020-01-08,108,item_F,243.37
2020-01-08,108,item_G,238.45
2020-01-08,108,item_H,230.98
2020-01-08,108,item_I,220.42
2020-01-08,108,item_J,188.63
2020-01-08,109,item_A,230.47
2020-01-08,109,item_B,226.06
2020-01-08,109,item_C,227.36
2020-01-08,109,item_D,196.42
2020-01-08,109,item_E,200.36
2020-01-08,109,item_F,243.07
2020-01-08,109,item_G,221.24
2020-01-08,109,item_H,235.69
2020-01-08,109,item_I,222.65
2020-01-08,109,item_J,222.71
2020-01-09,100,item_A,240.9
2020-01-09,100,item_B,211.84
2020-01-09,100,item_C,224.11
2020-01-09,100,item_D,212.97
2020-01-09,100,item_E,213.55
2020-01-09,100,item_F,216.08
2020-01-09,100,item_G,226.73
2020-01-09,100,item_H,212.74
2020-01-09,100,item_I,247.46
2020-01-09,100,item_J,204.47
2020-01-09,101,item_A,218.66
2020-01-09,101,item_B,213.62
2020-01-09,101,item_C,251.38
2020-01-09,101,item_D,226.4
2020-01-09,101,item_E,243.13
2020-01-09,101,item_F,192.81
2020-01-09,101,item_G,227.89
2020-01-09,101,item_H,240.36
2020-01-09,101,item_I,224.24
2020-01-09,101,item_J,243.93
2020-01-09,102,item_A,212.3
2020-01-09,102,item_B,250.86
